title,start_year,runtime,type,orign_country,language,rating,num_votes,release_year,movie_rating,Comedy,Drama,Action,Documentary,Crime,Adventure,Biography,Animation,Reality-TV,Horror,Thriller,Family,Game-Show,Mystery,Romance,Music,Fantasy,Musical,Talk-Show,Sci-Fi,Sport,History,Other
Sons of the Caliphate,2018,\N,TV Show,Nigeria,Hausa,7.3,27,2017,teen,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fire in Paradise,2019,39,Movie,United States,English,7.4,707,2019,adult,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Revelations,2016,118,Movie,India,Tamil,7.3,139,2016,adult,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul Hollywood's Big Continental Road Trip,2017,\N,TV Show,United Kingdom,English,7.4,182,2017,teen,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chasing Cameron,2016,31,TV Show,United States,English,3.7,481,2016,teen,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Takki,2012,\N,TV Show,Saudi Arabia,Arabic,7.4,98,2014,teen,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Derren Brown: Miracle,2016,73,Movie,United Kingdom,English,6.6,953,2018,adult,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jim Jefferies: Freedumb,2016,86,Movie,United States,English,7.7,5033,2016,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bumping Mics with Jeff Ross & Dave Attell,2018,36,TV Show,United States,English,7.7,1050,2018,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ron White: If You Quit Listening, I'll Shut Up",2018,63,Movie,United States,English,6.5,739,2018,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lara and the Beat,2018,137,Movie,Nigeria,English,6.3,128,2018,adult,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Jack Whitehall: I'm Only Joking,2020,58,Movie,United Kingdom,English,6.6,1090,2020,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Print the Legend,2014,100,Movie,United States,English,7.0,1899,2014,teen,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiffany Haddish: Black Mitzvah,2019,55,Movie,United States,English,6.2,820,2019,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cops and Robbers,2020,6,Movie,United States,English,6.9,517,2020,teen,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Two Graves,2018,80,Movie,United Kingdom,English,4.3,357,2018,adult,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Treehouse Detectives,2018,\N,TV Show,South Korea,English,7.1,50,2018,children,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Iliza Shlesinger: Confirmed Kills,2016,77,Movie,United States,English,6.6,2629,2016,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Dunham: Relative Disaster,2017,70,Movie,United States,English,6.4,1177,2017,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mokalik (Mechanic),2019,100,Movie,Nigeria,English,6.3,125,2019,teen,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agustín Aristarán: Soy Rada,2018,\N,Movie,Argentina,Spanish,6.7,103,2018,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7 Days Out,2018,48,TV Show,United States,English,6.8,460,2018,children,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cristina,2016,39,Movie,United States,English,8.0,207,2016,teen,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amazing Interiors,2018,\N,TV Show,United Kingdom,English,6.7,706,2018,children,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rodney King,2017,52,Movie,United States,English,5.8,531,2017,adult,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jim Jefferies: This Is Me Now,2018,70,Movie,United States,English,7.4,3677,2018,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fortune Feimster: Sweet & Salty,2020,61,Movie,United States,English,6.9,756,2020,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jim Gaffigan: Mr. Universe,2012,78,Movie,United States,English,7.8,3268,2012,teen,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Dunham: Controlled Chaos,2011,97,Movie,United States,English,7.5,2162,2011,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E-Team,2014,88,Movie,United States,English,7.1,817,2014,adult,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Katt Williams: Great America,2018,60,Movie,United States,English,6.1,870,2018,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Wedding Party,2016,112,Movie,United States,English,4.7,190,2016,teen,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Narcoworld: Dope Stories,2019,39,TV Show,United States,English,6.6,272,2019,adult,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dino Girl Gauko,2019,\N,TV Show,United States,English,6.8,54,2020,children,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rezeta,2012,85,Movie,Mexico,Spanish,5.7,502,2012,adult,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Zinzana,2015,96,Movie,United Arab Emirates,Arabic,7.0,1410,2015,adult,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Katherine Ryan: Glitter Room,2019,65,Movie,United States,English,6.7,1580,2019,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Judgement,2018,47,TV Show,Thailand,Thai,7.1,77,2018,adult,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Demetri Martin: The Overthinker,2018,56,Movie,United States,English,7.2,1520,2018,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Film van Dylan Haegens,2018,81,Movie,Netherlands,Dutch,4.3,497,2018,children,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Road to Yesterday,2015,91,Movie,Nigeria,English,6.1,225,2015,teen,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Michelle Wolf: Joke Show,2019,59,Movie,United States,English,7.2,1339,2019,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Living Undocumented,2019,45,TV Show,United States,English,6.6,524,2019,adult,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geez & Ann,2021,105,Movie,Indonesia,Indonesian,5.1,181,2021,children,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Jo Koy: Live from Seattle,2017,62,Movie,United States,English,7.2,1193,2017,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Vato,2016,43,TV Show,Mexico,Spanish,6.7,120,2017,adult,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Dave Chappelle,2017,66,TV Show,United States,English,8.7,2167,2017,adult,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russell Peters: Almost Famous,2016,73,Movie,United States,English,6.5,1752,2016,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Move,2020,\N,TV Show,United States,English,7.6,83,2020,adult,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jim Gaffigan: Cinco,2017,73,Movie,United States,English,7.1,2151,2017,teen,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anjaan: Special Crimes Unit,2018,\N,TV Show,India,Hindi,7.3,279,2018,teen,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Monty Don's French Gardens,2017,59,TV Show,United Kingdom,English,7.9,181,2013,children,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cain and Abel,2009,\N,TV Show,South Korea,Korean,7.7,225,2009,adult,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Rumble,2017,\N,Movie,Mexico,English,3.7,247,2016,adult,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Katherine Ryan: In Trouble,2017,63,Movie,United Kingdom,English,7.0,1961,2017,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rapture,2018,\N,TV Show,United States,English,7.2,497,2018,adult,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Khoon Khoon,1973,\N,Movie,India,Hindi,5.2,31,1973,teen,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Legend Quest: Masters of Myth,2019,\N,TV Show,Mexico,English,7.7,101,2019,children,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Follow Me,2018,80,Movie,United Arab Emirates,English,5.1,242,2017,adult,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patton Oswalt: Annihilation,2017,66,Movie,United States,English,7.2,2189,2017,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marlon Wayans: Woke-ish,2018,68,Movie,United States,English,6.5,1290,2018,adult,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nailed It! Mexico,2019,\N,TV Show,Mexico,Spanish,6.1,262,2021,children,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Kevin James: Never Don't Give Up,2018,62,Movie,United States,English,6.1,1331,2018,children,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Irishman: In Conversation,2019,23,Movie,United States,English,7.4,1696,2019,adult,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jimmy Carr: Funny Business,2016,62,Movie,United Kingdom,English,7.2,3620,2016,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rob Schneider: Asian Momma, Mexican Kids",2020,44,Movie,United States,English,5.5,619,2020,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dragons: Rescue Riders: Huttsgalor Holiday,2020,46,Movie,United States,English,5.8,82,2020,children,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Los Herederos,2015,\N,Movie,Mexico,Spanish,5.7,197,2015,adult,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jal,2013,126,Movie,India,Hindi,6.7,454,2013,teen,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Night on Earth: Shot in the Dark,2020,59,Movie,United Kingdom,English,7.9,156,2020,children,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Up North,2018,99,Movie,Nigeria,English,5.6,120,2018,teen,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyborg 009: Call of Justice,2017,25,TV Show,Japan,Japanese,5.8,184,2017,teen,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Tom Papa: You're Doing Great!,2020,60,Movie,United States,English,7.2,691,2020,teen,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patton Oswalt: Talking for Clapping,2016,65,Movie,United States,English,6.8,1855,2016,adult,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Hamilton: Happy Face,2017,56,Movie,United States,English,7.3,825,2017,teen,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hide & Seek,2010,105,Movie,India,Hindi,4.2,220,2010,teen,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Kazoops!,2016,7,TV Show,Australia,English,7.2,106,2017,children,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cristela Alonzo: Lower Classy,2017,66,Movie,United States,English,6.4,788,2017,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juana Brava,2015,60,TV Show,Chile,Spanish,7.0,20,2015,adult,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blockbuster,2018,85,Movie,France,French,5.5,438,2017,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangkok Love Stories: Plead,2019,\N,TV Show,Thailand,Thai,7.3,41,2019,teen,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeMarcus Family Rules,2020,\N,TV Show,United States,English,6.2,81,2020,teen,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dead Kids,2019,98,Movie,Philippines,Tagalog,5.5,417,2019,adult,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
A Little Help with Carol Burnett,2018,23,TV Show,United States,English,6.3,211,2018,children,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Adam Devine: Best Time of Our Lives,2019,58,Movie,United States,English,5.8,863,2019,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Demetri Martin: Live (At the Time),2015,61,Movie,United States,English,7.4,1997,2015,adult,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light in the Dark,2020,105,Movie,Nigeria,English,6.0,24,2019,teen,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ID-0,2017,24,TV Show,Japan,Japanese,6.1,280,2017,children,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monty Don's Italian Gardens,2011,59,TV Show,United Kingdom,English,8.4,236,2011,children,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghosts of Sugar Land,2019,21,Movie,United States,English,5.5,1241,2019,adult,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Dunham: Unhinged in Hollywood,2015,71,Movie,United States,English,6.7,632,2015,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Jungle Book,2010,30,TV Show,India,English,4.2,119,2010,children,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rooting for Roona,2020,40,Movie,India,Bengali,7.1,322,2020,children,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Resurface,2017,26,Movie,United States,English,7.0,399,2017,adult,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Franco Escamilla: Por la anécdota,2018,66,Movie,Mexico,Spanish,7.0,259,2018,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Until Dawn,2020,22,TV Show,France,French,2.7,115,2020,adult,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kathleen Madigan: Bothering Jesus,2016,72,Movie,United States,English,7.0,483,2016,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Dunham's Very Special Christmas Special,2008,85,Movie,United States,English,7.5,2880,2008,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jenny Slate: Stage Fright,2019,66,Movie,United States,English,5.9,1137,2019,adult,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russell Peters: Notorious,2013,71,Movie,United States,English,7.1,1576,2013,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ray Romano: Right Here, Around the Corner",2019,58,Movie,United States,English,7.2,1514,2019,adult,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
True: Terrific Tales,2020,\N,TV Show,Canada,English,5.5,11,2020,children,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I'll Sleep When I'm Dead,2016,79,Movie,United States,English,6.6,1304,2016,adult,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yours Sincerely, Kanan Gill",2020,72,Movie,India,English,7.3,796,2020,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monster Math Squad,2012,30,TV Show,Canada,English,5.8,30,2012,children,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crazy, Lovely, Cool",2018,50,TV Show,Nigeria,English,7.8,22,2018,adult,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
It Takes a Lunatic,2019,120,Movie,United States,English,6.6,150,2019,adult,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hong Kong West Side Stories,2019,\N,TV Show,Hong Kong,Cantonese,7.3,78,2018,adult,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gelo,2016,118,Movie,India,Punjabi,7.1,66,2016,adult,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Break with Michelle Wolf,2018,25,TV Show,United States,English,5.3,1804,2018,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dayveon,2017,75,Movie,United States,English,6.3,484,2017,adult,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El sendero de la anaconda,2019,73,Movie,Colombia,English,6.8,233,2019,teen,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Judd Apatow: The Return,2017,69,Movie,United States,English,6.2,1242,2017,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Know Your Enemy - Japan,1945,63,Movie,United States,English,6.0,740,1945,teen,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
La Grande Chaumière Violette,2016,\N,TV Show,Taiwan,Min Nan,7.9,10,2016,teen,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Dunham: Minding the Monsters,2012,80,Movie,United States,English,7.1,1323,2012,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dana Carvey: Straight White Male, 60",2016,64,Movie,United States,English,6.4,1398,2016,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Search for Life in Space,2016,32,Movie,United States,English,6.4,686,2016,children,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Super Bheem,2017,\N,TV Show,India,Hindi,5.2,15,2019,children,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris D'Elia: Man on Fire,2017,65,Movie,United States,English,6.6,1631,2017,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry & Bunnie,2016,21,TV Show,Malaysia,Malay,4.0,33,2017,children,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Birbiglia: Thank God for Jokes,2017,70,Movie,United States,English,7.5,2291,2017,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brad Paisley's Comedy Rodeo,2017,63,Movie,United States,English,5.7,134,2017,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marc Maron: Too Real,2017,70,Movie,United States,English,7.2,1741,2017,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Birders,2019,37,Movie,United States,English,6.4,217,2019,children,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Misfit 2,2019,81,Movie,Netherlands,Dutch,4.8,115,2019,children,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Follow This,2018,\N,TV Show,United States,English,4.9,661,2018,adult,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iron Ladies,2018,75,TV Show,Taiwan,Mandarin,5.9,46,2018,teen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
This Is the Life,2008,97,Movie,United States,English,6.2,222,2008,adult,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Own Man,2014,82,Movie,United States,English,6.4,399,2015,adult,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christina P: Mother Inferior,2017,59,Movie,United States,English,6.3,845,2017,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sing On! Germany,2020,\N,TV Show,Germany,German,5.5,113,2020,children,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Maroon,2017,94,Movie,India,Hindi,5.1,291,2016,adult,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
True: Friendship Day,2020,23,Movie,Canada,English,6.6,13,2020,children,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Little Miss Sumo,2018,19,Movie,United Kingdom,Japanese,6.6,389,2018,children,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
At the Dolphin Bay,2003,\N,TV Show,Taiwan,Mandarin,7.1,27,2003,teen,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Go! Go! Cory Carson: The Chrissy,2020,42,Movie,United States,English,6.7,35,2020,children,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bill Hicks: Revelations,1993,57,Movie,United Kingdom,English,8.6,2939,1993,adult,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Silent,2014,3,Movie,United States,None,6.3,440,2014,children,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10 Days in Sun City,2017,87,Movie,South Africa,English,5.0,50,2017,teen,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Satria Heroes: Revenge of the Darkness,2017,92,Movie,Indonesia,Indonesian,4.0,54,2017,children,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Buddi,2020,\N,TV Show,United Kingdom,English,7.0,39,2020,children,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Remix: Hip Hop X Fashion,2019,67,Movie,United States,English,7.2,73,2019,adult,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Mike Epps: Only One Mike,2019,63,Movie,United States,English,4.8,252,2019,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Felipe Esparza: Bad Decisions,2020,\N,TV Show,United States,English,5.0,135,2020,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bottersnikes & Gumbles,2015,11,TV Show,United States,English,5.2,39,2017,children,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salam - The First ****** Nobel Laureate,2018,75,Movie,United States,English,7.9,366,2018,children,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hannibal Buress: Comedy Camisado,2016,83,Movie,United States,English,6.6,1393,2016,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Go! Go! Cory Carson Christmas,2020,21,Movie,United States,English,6.4,31,2020,children,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bigflo & Oli: Hip Hop Frenzy,2020,100,Movie,France,English,6.9,98,2020,adult,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Nailed It! France,2019,\N,TV Show,France,French,6.4,95,2019,teen,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peter and the Farm,2016,91,Movie,United States,English,7.1,688,2016,adult,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shuddhi,2017,114,Movie,India,Kannada,7.9,372,2017,teen,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Deon Cole: Cole Hearted,2019,69,Movie,United States,English,6.9,750,2019,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alan Saldaña: Mi vida de pobre,2017,70,Movie,Mexico,Spanish,6.2,56,2017,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shopkins,2014,\N,TV Show,United States,English,3.9,31,2014,children,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Growing Up Coy,2016,83,Movie,United States,English,5.7,366,2016,children,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunrise,2014,85,Movie,India,Marathi,6.3,273,2014,adult,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Fukrey Boyzzz: Space Mein Fukrapanti,2020,74,Movie,India,Hindi,8.0,5,2020,children,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Nasha Natasha,2020,83,Movie,Uruguay,Russian,6.5,270,2020,children,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
